rank,formula,family,tag,charge,n_atoms,e_xtb_hartree,e_per_atom_hartree,e_reaction_hartree,e_reaction_ev_per_atom,e_reaction_kcalmol,reference_reaction,smiles,xyz,is_true_minimum,n_freq_hops,n_imaginary_freq
4,N10_neutral,neutral,N10_neutral_iso0018_conf0,0,10,-28.980378688610344,-2.898037868861034,-0.1607018014906707,-0.43729187907887307,-100.84190367508548,Nx -> (x/2) N2,N#[N+][N-][N-][n+]1nnnnn1,resultats/seeds_pubchem/work/frequency/N10_neutral_iso0018_conf0/post_freq_minimum.xyz,True,1,0
5,N10_neutral,neutral,N10_neutral_iso0001_conf0,0,10,-28.975279889217923,-2.897527988921792,-0.15560300209824973,-0.42341733911307544,-97.64235872649354,Nx -> (x/2) N2,N1=N[N-][n+]2nnnn[n+]2[N-]1,resultats/seeds_pubchem/work/frequency/N10_neutral_iso0001_conf0/post_freq_minimum.xyz,True,3,0
6,N10_neutral,neutral,N10_neutral_iso0042_conf0,0,10,-28.972094764605725,-2.8972094764605725,-0.15241787748605162,-0.4147501735066629,-95.64366284158729,Nx -> (x/2) N2,n12n3n4n5n4n4n(n4n13)n25,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0042_conf0/xtbopt.xyz,True,0,0
7,N10_neutral,neutral,N10_neutral_iso0059_conf1,0,10,-28.948044250796627,-2.8948044250796627,-0.12836736367695423,-0.3493053914392812,-80.55173745944333,Nx -> (x/2) N2,N1=NN2N=NN=NN2N=N1,resultats/seeds_pubchem/work/frequency/N10_neutral_iso0059_conf1/post_freq_minimum.xyz,True,1,0
8,N10_neutral,neutral,N10_neutral_iso0183_conf0,0,10,-28.939049658469816,-2.8939049658469815,-0.11937277135014313,-0.32482985884627547,-74.9075455175776,Nx -> (x/2) N2,[N-2][N+]1=N[N+]2=N[N+]([N-2])=N[N+]2=N1,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0183_conf0/xtbopt.xyz,True,0,0
9,N10_neutral,neutral,N10_neutral_iso0034_conf0,0,10,-28.932395812264883,-2.893239581226488,-0.11271892514520943,-0.30672382093589023,-70.73219395435503,Nx -> (x/2) N2,N#[N+][n+]1[n+]([N-2])nnn[n+]1[N-2],resultats/seeds_pubchem/work/frequency/N10_neutral_iso0034_conf0/post_freq_minimum.xyz,True,1,0
10,N10_neutral,neutral,N10_neutral_iso0055_conf1,0,10,-28.892315370543702,-2.8892315370543704,-0.07263848342402923,-0.19765938287740564,-45.58133686494791,Nx -> (x/2) N2,n1n[n+]2[n-][n-][n+]2[n+]2[n-][n-][n+]12,resultats/seeds_pubchem/work/frequency/N10_neutral_iso0055_conf1/post_freq_minimum.xyz,True,1,0
11,N10_neutral,neutral,N10_neutral_iso0048_conf0,0,10,-28.88540767126108,-2.8885407671261083,-0.0657307841414081,-0.17886257555235183,-41.24669008928636,Nx -> (x/2) N2,N(=[N+]1[N-][N-]1)[n+]1nnnnn1,resultats/seeds_pubchem/work/frequency/N10_neutral_iso0048_conf0/post_freq_minimum.xyz,True,1,0
12,N10_neutral,neutral,N10_neutral_iso0008_conf0,0,10,-28.876121381010844,-2.887612138101084,-0.056444493891170566,-0.15359329247319523,-35.419454935561575,Nx -> (x/2) N2,[N-]=N[n+]1nn[n+](N=[N-])nn1,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0008_conf0/xtbopt.xyz,True,0,0
13,N10_neutral,neutral,N10_neutral_iso0029_conf0,0,10,-28.8748944027271,-2.8874894402727103,-0.055217515607427714,-0.15025451447375862,-34.64951443238805,Nx -> (x/2) N2,n1[n+]2[n-][n-][n+]2n[n+]2[n-][n-][n+]12,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0029_conf0/xtbopt.xyz,True,0,0
14,N10_neutral,neutral,N10_neutral_iso0044_conf0,0,10,-28.8733858863365,-2.88733858863365,-0.053708999216826925,-0.14614963225745442,-33.70290609855377,Nx -> (x/2) N2,n1nn[n+](-[n+]2n[n-][n-]2)nn1,resultats/seeds_pubchem/work/frequency/N10_neutral_iso0044_conf0/post_freq_minimum.xyz,True,1,0
15,N10_neutral,neutral,N10_neutral_iso0099_conf1,0,10,-28.856272388711083,-2.885627238871108,-0.03659550159141034,-0.09958143286695352,-22.964024125371594,Nx -> (x/2) N2,N1=Nn2n3nnn1n2N=N3,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0099_conf1/xtbopt.xyz,True,0,0
16,N10_neutral,neutral,N10_neutral_iso0159_conf0,0,10,-28.852143623562025,-2.8852143623562023,-0.03246673644235187,-0.0883464905479531,-20.37318485912619,Nx -> (x/2) N2,n1n[n+]2[n+]3[n-][n-][n+]3[n+]1[N-][N-]2,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0159_conf0/xtbopt.xyz,True,0,0
17,N10_neutral,neutral,N10_neutral_iso0051_conf1,0,10,-28.825632889412645,-2.8825632889412645,-0.005956002292972329,-0.016207107887606022,-3.7374478938331728,Nx -> (x/2) N2,N1=NN2N3N=NN4N1N2N43,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0051_conf1/xtbopt.xyz,True,0,0
18,N10_neutral,neutral,N10_neutral_iso0206_conf1,0,10,-28.805620860062373,-2.880562086006237,0.014056027057300469,0.03824839813402611,8.820290210928198,Nx -> (x/2) N2,n12n3n1n1n4n5n4n3n2n51,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0206_conf1/xtbopt.xyz,True,0,0
19,N10_neutral,neutral,N10_neutral_iso0235_conf1,0,10,-28.79773689551606,-2.879773689551606,0.02193999160361315,0.05970175857596511,13.767552693254551,Nx -> (x/2) N2,n12n3n4n5n6n5n(n14)n2n63,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0235_conf1/xtbopt.xyz,True,0,0
20,N10_neutral,neutral,N10_neutral_iso0040_conf1,0,10,-28.765082196181808,-2.876508219618181,0.054594690937864954,0.14855972220905841,34.25868604868658,Nx -> (x/2) N2,n1nn2n3n4n1n1n2n3n41,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0040_conf1/xtbopt.xyz,True,0,0
21,N10_neutral,neutral,N10_neutral_iso0190_conf0,0,10,-28.755293917207602,-2.87552939172076,0.06438296991207082,0.1751949861941183,40.40092388488803,Nx -> (x/2) N2,[n-]1[n-]n2n1[n+]1[n+]2-[n+]2[n-][n-][n+]2-1,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0190_conf0/xtbopt.xyz,True,0,0
22,N10_neutral,neutral,N10_neutral_iso0045_conf1,0,10,-28.74040631005259,-2.874040631005259,0.0792705770670814,0.21570622905147108,49.743038489404434,Nx -> (x/2) N2,N12N3N4N1N1N2N2N3N4N12,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0045_conf1/xtbopt.xyz,True,0,0
1,N12_neutral,neutral,N12_neutral_iso0000_conf1,0,12,-34.81933609038758,-2.9016113408656317,-0.23572382584396934,-0.5345310060351881,-147.91893506595295,Nx -> (x/2) N2,N1=N[N+](=N[N-][n+]2nnn[n-]2)N=N1,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0000_conf1/post_freq_minimum.xyz,True,1,0
2,N12_neutral,neutral,N12_neutral_iso0179_conf1,0,12,-34.79824064938256,-2.8998533874485464,-0.21462838483894586,-0.4866946566004259,-134.68134587853166,Nx -> (x/2) N2,n1nn[n+]([N-][n+]2nnn[n-]2)nn1,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0179_conf1/post_freq_minimum.xyz,True,1,0
3,N12_neutral,neutral,N12_neutral_iso0199_conf1,0,12,-34.76210611913271,-2.8968421765943924,-0.1784938545890995,-0.40475543497993366,-112.00658563938768,Nx -> (x/2) N2,[N-]=[N+](n1nnnn1)n1nnnn1,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0199_conf1/post_freq_minimum.xyz,True,1,0
4,N12_neutral,neutral,N12_neutral_iso0093_conf0,0,12,-34.746693714178065,-2.895557809514839,-0.16308144963445415,-0.36980602629656417,-102.33515544121417,Nx -> (x/2) N2,N1=N[N-][N+](=[N+]2N=NN=N[N-]2)N=N1,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0093_conf0/post_freq_minimum.xyz,True,1,0
5,N12_neutral,neutral,N12_neutral_iso0112_conf1,0,12,-34.71012616236523,-2.8925105135304356,-0.12651389782161715,-0.2868848782591237,-79.38867006682413,Nx -> (x/2) N2,N1=NN2N(N=N1)N1N=NN=NN21,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0112_conf1/post_freq_minimum.xyz,True,1,0
6,N12_neutral,neutral,N12_neutral_iso0028_conf0,0,12,-34.69765024540696,-2.8914708537839133,-0.11403798086335115,-0.258594295332103,-71.55991392038565,Nx -> (x/2) N2,n1nn[n+]2n3nnn([n-][n-]3)[n+]2n1,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0028_conf0/post_freq_minimum.xyz,True,1,0
7,N12_neutral,neutral,N12_neutral_iso0127_conf1,0,12,-34.65844563321298,-2.888203802767748,-0.07483336866936696,-0.1696933082458801,-46.958648160994976,Nx -> (x/2) N2,n12n3n1n1n4n5n6n5n1n3n6n24,resultats/seeds_pubchem/work/xtb/N12_neutral_iso0127_conf1/xtbopt.xyz,True,0,0
8,N12_neutral,neutral,N12_neutral_iso0021_conf1,0,12,-34.607130191313544,-2.8839275159427955,-0.023517926769933695,-0.053329615753460555,-14.757721966850802,Nx -> (x/2) N2,[n-]1[n-][n+]2[n+]1[n+]1[n-][n-][n+]1[n+]1[n-][n-][n+]21,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0021_conf1/post_freq_minimum.xyz,True,1,0
9,N12_neutral,neutral,N12_neutral_iso0086_conf0,0,12,-34.43299596859428,-2.8694163307161897,0.1506162959493338,0.34153985033477996,94.51315335069611,Nx -> (x/2) N2,N12N3N4N1N1N4N4N5N3N2N5N14,resultats/seeds_pubchem/work/xtb/N12_neutral_iso0086_conf0/xtbopt.xyz,True,0,0
1,N14_neutral,neutral,N14_neutral_iso0060_conf0,0,14,-40.57098329601614,-2.897927378286867,-0.22343565404859334,-0.4342852773886589,-140.2079907888028,Nx -> (x/2) N2,n1n[n-][n+]2n[n+]3[n-]nn[n-][n+]3n[n+]2[n-]1,resultats/seeds_pubchem/work/frequency/N14_neutral_iso0060_conf0/post_freq_minimum.xyz,True,2,0
2,N14_neutral,neutral,N14_neutral_iso0137_conf0,0,14,-40.50603695398521,-2.8932883538560863,-0.15848931201766447,-0.3080509917981125,-99.45354555931173,Nx -> (x/2) N2,n1nn[n+]2n3nn[n-]n(nn[n-]3)[n+]2n1,resultats/seeds_pubchem/work/xtb/N14_neutral_iso0137_conf0/xtbopt.xyz,True,0,0
3,N14_neutral,neutral,N14_neutral_iso0134_conf0,0,14,-40.44685836233151,-2.889061311595108,-0.09931072036396671,-0.19302731215651456,-62.31841836214803,Nx -> (x/2) N2,n1nn2nnn1n1n3nnn(nn3)n21,resultats/seeds_pubchem/work/xtb/N14_neutral_iso0134_conf0/xtbopt.xyz,True,0,0
4,N14_neutral,neutral,N14_neutral_iso0015_conf1,0,14,-40.409137121947076,-2.886366937281934,-0.06158947997953135,-0.11970965202946947,-38.6479824736443,Nx -> (x/2) N2,[N-2][n+]1n[n+]([N-2])n[n+](-[n+]2nnnnn2)n1,resultats/seeds_pubchem/work/frequency/N14_neutral_iso0015_conf1/post_freq_minimum.xyz,True,1,0
5,N14_neutral,neutral,N14_neutral_iso0095_conf1,0,14,-40.35850298044515,-2.8827502128889395,-0.010955338477607768,-0.021293567626408508,-6.874578736760553,Nx -> (x/2) N2,n1(-n2n3n4n3n3n2n43)n2n3n2n2n1n32,resultats/seeds_pubchem/work/frequency/N14_neutral_iso0095_conf1/post_freq_minimum.xyz,True,1,0
1,N16_neutral,neutral,N16_neutral_iso0002_conf1,0,16,-46.4115581177938,-2.9007223823621127,-0.30007509840232416,-0.5103412128392811,-188.29996856093538,Nx -> (x/2) N2,n1n[n+]2[n+]3[n+](nn[n+]4[n+]3[n+]1[N-][N-][N-]4)[N-][N-][N-]2,resultats/seeds_pubchem/work/xtb/N16_neutral_iso0002_conf1/xtbopt.xyz,True,0,0
2,N16_neutral,neutral,N16_neutral_iso0001_conf0,0,16,-46.353073847634704,-2.897067115477169,-0.24159082824322553,-0.41087633380090977,-151.60053468287845,Nx -> (x/2) N2,N(=N[N-][n+]1nnnnn1)[N-][n+]1nnnnn1,resultats/seeds_pubchem/work/frequency/N16_neutral_iso0001_conf0/post_freq_minimum.xyz,True,1,0
