id,formula,n_atoms,topology_label,n_edges,n_rings,ring_sizes,degree_sequence,max_degree_actual,conformer_id,ff_energy_au,mace_energy_eV,mace_energy_eV_per_atom,delta_E_eV_per_atom_vs_N2,is_stability_candidate,converged,n_opt_steps,spacegroup,sg_number,xyz_file,cif_file
124,N8,8,bicyclic-3-6-6,10,3,"[3, 6, 6]","[3, 3, 3, 3, 3, 2, 2, 1]",3,1,443.756551,-26871.416497,-3358.927062,-1868.5644,False,False,500,P1,1,xyz/N8_0015_bicyclic-3-6-6.xyz,cif/N8_0015_bicyclic-3-6-6.cif
125,N8,8,ring-3-substituted,8,1,[3],"[3, 3, 2, 2, 2, 2, 1, 1]",3,4,284.849061,-11919.884119,-1489.985515,0.3772,True,True,69,P1,1,xyz/N8_0016_ring-3-substituted.xyz,cif/N8_0016_ring-3-substituted.cif
126,N8,8,bicyclic-3-6,9,2,"[3, 6]","[3, 3, 3, 2, 2, 2, 2, 1]",3,1,234.418296,-11920.149100,-1490.018637,0.3440,True,True,68,P1,1,xyz/N8_0017_bicyclic-3-6.xyz,cif/N8_0017_bicyclic-3-6.cif
127,N8,8,ring-4-substituted,8,1,[4],"[3, 2, 2, 2, 2, 2, 2, 1]",3,4,113.454975,-11917.029493,-1489.628687,0.7340,True,True,16,P1,1,xyz/N8_0018_ring-4-substituted.xyz,cif/N8_0018_ring-4-substituted.cif
128,N8,8,ring-3-substituted,8,1,[3],"[3, 3, 2, 2, 2, 2, 1, 1]",3,0,253.127213,-11919.835925,-1489.979491,0.3832,True,True,29,P1,1,xyz/N8_0019_ring-3-substituted.xyz,cif/N8_0019_ring-3-substituted.cif
129,N8,8,ring-5-substituted,8,1,[5],"[3, 3, 2, 2, 2, 2, 1, 1]",3,0,34.887666,-11920.732170,-1490.091521,0.2712,True,True,47,P1,1,xyz/N8_0020_ring-5-substituted.xyz,cif/N8_0020_ring-5-substituted.cif
130,N8,8,ring-4-substituted,8,1,[4],"[3, 3, 2, 2, 2, 2, 1, 1]",3,1,117.486811,-11919.417824,-1489.927228,0.4354,True,True,77,P1,1,xyz/N8_0021_ring-4-substituted.xyz,cif/N8_0021_ring-4-substituted.cif
131,N8,8,ring-4-substituted,8,1,[4],"[3, 3, 3, 2, 2, 1, 1, 1]",3,1,91.985487,-11919.070637,-1489.883830,0.4788,True,True,48,P1,1,xyz/N8_0022_ring-4-substituted.xyz,cif/N8_0022_ring-4-substituted.cif
132,N8,8,ring-5-substituted,8,1,[5],"[3, 3, 3, 2, 2, 1, 1, 1]",3,2,34.019474,-11919.193113,-1489.899139,0.4635,True,True,75,P1,1,xyz/N8_0023_ring-5-substituted.xyz,cif/N8_0023_ring-5-substituted.cif
133,N8,8,bicyclic-5-6,9,2,"[5, 6]","[3, 3, 3, 2, 2, 2, 2, 1]",3,4,89.330943,-11921.619756,-1490.202469,0.1602,True,True,41,P1,1,xyz/N8_0024_bicyclic-5-6.xyz,cif/N8_0024_bicyclic-5-6.cif
134,N8,8,branched-tree,7,0,[],"[3, 3, 2, 2, 1, 1, 1, 1]",3,0,19.074935,-11922.412177,-1490.301522,0.0612,True,True,44,P1,1,xyz/N8_0025_branched-tree.xyz,cif/N8_0025_branched-tree.cif
135,N8,8,bicyclic-3-5,9,2,"[3, 5]","[3, 3, 3, 3, 2, 2, 1, 1]",3,0,269.676860,-11917.543194,-1489.692899,0.6698,True,True,30,P1,1,xyz/N8_0026_bicyclic-3-5.xyz,cif/N8_0026_bicyclic-3-5.cif
136,N8,8,bicyclic-3-4,9,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 1, 1]",3,1,301.890490,-11920.370918,-1490.046365,0.3163,True,True,67,P1,1,xyz/N8_0027_bicyclic-3-4.xyz,cif/N8_0027_bicyclic-3-4.cif
137,N8,8,ring-3-substituted,8,1,[3],"[3, 3, 3, 2, 2, 1, 1, 1]",3,3,258.762666,-11919.536133,-1489.942017,0.4207,True,True,57,P1,1,xyz/N8_0028_ring-3-substituted.xyz,cif/N8_0028_ring-3-substituted.cif
138,N8,8,branched-tree,7,0,[],"[3, 2, 2, 2, 2, 1, 1, 1]",3,0,14.314098,-11923.219362,-1490.402420,-0.0397,False,True,149,P1,1,xyz/N8_0029_branched-tree.xyz,cif/N8_0029_branched-tree.cif
139,N8,8,ring-5-substituted,8,1,[5],"[3, 3, 3, 2, 2, 1, 1, 1]",3,1,35.086952,-11923.122036,-1490.390255,-0.0276,False,True,111,P1,1,xyz/N8_0030_ring-5-substituted.xyz,cif/N8_0030_ring-5-substituted.cif
140,N8,8,bicyclic-4-4-6,10,3,"[4, 4, 6]","[3, 3, 3, 3, 2, 2, 2, 2]",3,2,294.315370,-11914.013303,-1489.251663,1.1110,True,True,6,P1,1,xyz/N8_0031_bicyclic-4-4-6.xyz,cif/N8_0031_bicyclic-4-4-6.cif
141,N8,8,bicyclic-3-5-6,10,3,"[3, 5, 6]","[3, 3, 3, 3, 2, 2, 2, 2]",3,0,323.283007,-11916.604721,-1489.575590,0.7871,True,True,9,P1,1,xyz/N8_0032_bicyclic-3-5-6.xyz,cif/N8_0032_bicyclic-3-5-6.cif
142,N8,8,bicyclic-4-5,9,2,"[4, 5]","[3, 3, 3, 2, 2, 2, 2, 1]",3,2,117.139766,-11917.560642,-1489.695080,0.6676,True,True,19,P1,1,xyz/N8_0033_bicyclic-4-5.xyz,cif/N8_0033_bicyclic-4-5.cif
143,N8,8,bicyclic-3-3-5,10,3,"[3, 3, 5]","[3, 3, 3, 3, 3, 3, 1, 1]",3,2,463.443640,-39575.100782,-4946.887598,-3456.5249,False,False,500,P1,1,xyz/N8_0034_bicyclic-3-3-5.xyz,cif/N8_0034_bicyclic-3-3-5.cif
144,N8,8,bicyclic-4-4,9,2,"[4, 4]","[3, 3, 3, 2, 2, 2, 2, 1]",3,4,304.243829,-13975.639717,-1746.954965,-256.5923,False,False,500,P1,1,xyz/N8_0035_bicyclic-4-4.xyz,cif/N8_0035_bicyclic-4-4.cif
145,N8,8,bicyclic-3-3,9,2,"[3, 3]","[3, 3, 3, 3, 2, 2, 1, 1]",3,4,466.251771,-11920.763443,-1490.095430,0.2672,True,True,117,P1,1,xyz/N8_0036_bicyclic-3-3.xyz,cif/N8_0036_bicyclic-3-3.cif
146,N8,8,branched-tree,7,0,[],"[3, 3, 2, 2, 1, 1, 1, 1]",3,4,19.872498,-11923.316134,-1490.414517,-0.0518,False,True,160,P1,1,xyz/N8_0037_branched-tree.xyz,cif/N8_0037_branched-tree.cif
147,N8,8,chain,7,0,[],"[2, 2, 2, 2, 2, 2, 1, 1]",2,2,9.967815,-11918.729280,-1489.841160,0.5215,True,True,17,P-1,2,xyz/N8_0038_chain.xyz,cif/N8_0038_chain.cif
148,N8,8,bicyclic-3-4-4,10,3,"[3, 4, 4]","[3, 3, 3, 3, 3, 2, 2, 1]",3,2,374.980486,-11915.980732,-1489.497591,0.8651,True,True,19,P1,1,xyz/N8_0039_bicyclic-3-4-4.xyz,cif/N8_0039_bicyclic-3-4-4.cif
149,N8,8,bicyclic-3-4,9,2,"[3, 4]","[3, 3, 3, 2, 2, 2, 2, 1]",3,0,325.228872,-11921.662252,-1490.207782,0.1549,True,True,50,P1,1,xyz/N8_0040_bicyclic-3-4.xyz,cif/N8_0040_bicyclic-3-4.cif
150,N8,8,bicyclic-3-4-6,10,3,"[3, 4, 6]","[3, 3, 3, 3, 2, 2, 2, 2]",3,3,307.148254,-11917.694093,-1489.711762,0.6509,True,True,28,P1,1,xyz/N8_0041_bicyclic-3-4-6.xyz,cif/N8_0041_bicyclic-3-4-6.cif
151,N8,8,bicyclic-3-4-4,10,3,"[3, 4, 4]","[3, 3, 3, 3, 2, 2, 2, 2]",3,3,574.399270,-32669.280756,-4083.660094,-2593.2974,False,False,500,P1,1,xyz/N8_0042_bicyclic-3-4-4.xyz,cif/N8_0042_bicyclic-3-4-4.cif
152,N8,8,bicyclic-4-4-5,10,3,"[4, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 1]",3,4,308.169755,-57879.650466,-7234.956308,-5744.5936,False,False,500,P1,1,xyz/N8_0043_bicyclic-4-4-5.xyz,cif/N8_0043_bicyclic-4-4-5.cif
153,N8,8,bicyclic-4-4,9,2,"[4, 4]","[3, 3, 3, 3, 2, 2, 1, 1]",3,0,163.313376,-11922.538303,-1490.317288,0.0454,True,True,95,P1,1,xyz/N8_0044_bicyclic-4-4.xyz,cif/N8_0044_bicyclic-4-4.cif
154,N8,8,bicyclic-3-3,9,2,"[3, 3]","[3, 3, 3, 2, 2, 2, 2, 1]",3,2,460.116519,-11920.831075,-1490.103884,0.2588,True,True,67,P1,1,xyz/N8_0045_bicyclic-3-3.xyz,cif/N8_0045_bicyclic-3-3.cif
155,N8,8,bicyclic-4-6,9,2,"[4, 6]","[3, 3, 3, 2, 2, 2, 2, 1]",3,1,115.786044,-11920.083660,-1490.010457,0.3522,True,True,29,P1,1,xyz/N8_0046_bicyclic-4-6.xyz,cif/N8_0046_bicyclic-4-6.cif
156,N8,8,ring-3-substituted,8,1,[3],"[3, 3, 3, 3, 1, 1, 1, 1]",3,4,241.617608,-11922.482634,-1490.310329,0.0523,True,True,156,P1,1,xyz/N8_0047_ring-3-substituted.xyz,cif/N8_0047_ring-3-substituted.cif
157,N8,8,ring-3-substituted,8,1,[3],"[3, 3, 3, 2, 2, 1, 1, 1]",3,2,258.588239,-11922.536406,-1490.317051,0.0456,True,True,178,P1,1,xyz/N8_0048_ring-3-substituted.xyz,cif/N8_0048_ring-3-substituted.cif
158,N8,8,bicyclic-3-4,9,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 1, 1]",3,2,316.583290,-11919.893876,-1489.986735,0.3759,True,True,60,P1,1,xyz/N8_0049_bicyclic-3-4.xyz,cif/N8_0049_bicyclic-3-4.cif
159,N8,8,branched-tree,7,0,[],"[3, 3, 2, 2, 1, 1, 1, 1]",3,2,18.640008,-11922.362070,-1490.295259,0.0674,True,True,31,P-1,2,xyz/N8_0050_branched-tree.xyz,cif/N8_0050_branched-tree.cif
160,N8,8,branched-tree,7,0,[],"[3, 3, 2, 2, 1, 1, 1, 1]",3,2,19.325438,-11920.719283,-1490.089910,0.2728,True,True,68,P1,1,xyz/N8_0051_branched-tree.xyz,cif/N8_0051_branched-tree.cif
161,N8,8,ring-4-substituted,8,1,[4],"[3, 3, 2, 2, 2, 2, 1, 1]",3,1,101.111203,-11918.749363,-1489.843670,0.5190,True,True,31,P1,1,xyz/N8_0052_ring-4-substituted.xyz,cif/N8_0052_ring-4-substituted.cif
162,N8,8,bicyclic-3-3,9,2,"[3, 3]","[3, 3, 2, 2, 2, 2, 2, 2]",3,1,550.313597,-11917.236647,-1489.654581,0.7081,True,True,10,P-1,2,xyz/N8_0053_bicyclic-3-3.xyz,cif/N8_0053_bicyclic-3-3.cif
163,N8,8,ring-7-substituted,8,1,[7],"[3, 2, 2, 2, 2, 2, 2, 1]",3,0,18.718459,-11920.370620,-1490.046327,0.3164,True,True,72,P1,1,xyz/N8_0054_ring-7-substituted.xyz,cif/N8_0054_ring-7-substituted.cif
164,N8,8,ring-8,8,1,[8],"[2, 2, 2, 2, 2, 2, 2, 2]",2,0,14.594135,-11923.230434,-1490.403804,-0.0411,False,True,155,P1,1,xyz/N8_0055_ring-8.xyz,cif/N8_0055_ring-8.cif
165,N8,8,bicyclic-3-4-5,10,3,"[3, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 1]",3,3,386.964307,-15537.521816,-1942.190227,-451.8275,False,False,500,P1,1,xyz/N8_0056_bicyclic-3-4-5.xyz,cif/N8_0056_bicyclic-3-4-5.cif
166,N8,8,ring-3-substituted,8,1,[3],"[3, 3, 3, 2, 2, 1, 1, 1]",3,1,230.838435,-11923.128411,-1490.391051,-0.0284,False,True,171,P1,1,xyz/N8_0057_ring-3-substituted.xyz,cif/N8_0057_ring-3-substituted.cif
167,N8,8,bicyclic-3-3-5,10,3,"[3, 3, 5]","[3, 3, 3, 3, 3, 2, 2, 1]",3,1,465.876371,-14784.781070,-1848.097634,-357.7350,False,False,500,P1,1,xyz/N8_0058_bicyclic-3-3-5.xyz,cif/N8_0058_bicyclic-3-3-5.cif
168,N8,8,bicyclic-3-6,9,2,"[3, 6]","[3, 3, 3, 2, 2, 2, 2, 1]",3,4,265.225343,-11919.017948,-1489.877244,0.4854,True,True,117,P1,1,xyz/N8_0059_bicyclic-3-6.xyz,cif/N8_0059_bicyclic-3-6.cif
169,N8,8,ring-4-substituted,8,1,[4],"[3, 3, 2, 2, 2, 2, 1, 1]",3,1,117.151506,-11922.536277,-1490.317035,0.0456,True,True,185,P1,1,xyz/N8_0060_ring-4-substituted.xyz,cif/N8_0060_ring-4-substituted.cif
170,N8,8,bicyclic-3-3-5-6,11,4,"[3, 3, 5, 6]","[3, 3, 3, 3, 3, 3, 2, 2]",3,2,560.871493,-11915.607917,-1489.450990,0.9117,True,True,14,P1,1,xyz/N8_0061_bicyclic-3-3-5-6.xyz,cif/N8_0061_bicyclic-3-3-5-6.cif
171,N8,8,bicyclic-3-4-5,10,3,"[3, 4, 5]","[3, 3, 3, 3, 2, 2, 2, 2]",3,1,352.924824,-11916.691369,-1489.586421,0.7763,True,True,14,P1,1,xyz/N8_0062_bicyclic-3-4-5.xyz,cif/N8_0062_bicyclic-3-4-5.cif
172,N8,8,branched-tree,7,0,[],"[3, 2, 2, 2, 2, 1, 1, 1]",3,4,14.653740,-11920.681474,-1490.085184,0.2775,True,True,52,P1,1,xyz/N8_0063_branched-tree.xyz,cif/N8_0063_branched-tree.cif
173,N8,8,bicyclic-4-4-4,10,3,"[4, 4, 4]","[3, 3, 3, 3, 2, 2, 2, 2]",3,1,247.474397,-11917.889582,-1489.736198,0.6265,True,True,21,P-1,2,xyz/N8_0064_bicyclic-4-4-4.xyz,cif/N8_0064_bicyclic-4-4-4.cif
174,N8,8,bicyclic-3-5,9,2,"[3, 5]","[3, 3, 3, 2, 2, 2, 2, 1]",3,0,270.276118,-11917.598990,-1489.699874,0.6628,True,True,34,P1,1,xyz/N8_0065_bicyclic-3-5.xyz,cif/N8_0065_bicyclic-3-5.cif
175,N8,8,bicyclic-3-4-5,10,3,"[3, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 1]",3,0,321.770759,-11917.505001,-1489.688125,0.6746,True,True,24,P1,1,xyz/N8_0066_bicyclic-3-4-5.xyz,cif/N8_0066_bicyclic-3-4-5.cif
176,N8,8,bicyclic-3-3,9,2,"[3, 3]","[3, 3, 3, 3, 2, 2, 1, 1]",3,2,498.456723,-11922.996434,-1490.374554,-0.0119,False,True,308,P1,1,xyz/N8_0067_bicyclic-3-3.xyz,cif/N8_0067_bicyclic-3-3.cif
177,N8,8,bicyclic-3-3,9,2,"[3, 3]","[3, 3, 3, 2, 2, 2, 2, 1]",3,0,523.224159,-11918.211549,-1489.776444,0.5862,True,True,45,P1,1,xyz/N8_0068_bicyclic-3-3.xyz,cif/N8_0068_bicyclic-3-3.cif
178,N8,8,bicyclic-3-4,9,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 1, 1]",3,0,315.629473,-11918.127303,-1489.765913,0.5968,True,True,25,P1,1,xyz/N8_0069_bicyclic-3-4.xyz,cif/N8_0069_bicyclic-3-4.cif
179,N8,8,bicyclic-3-3-7,10,3,"[3, 3, 7]","[3, 3, 3, 3, 2, 2, 2, 2]",3,0,439.596404,-17920.592283,-2240.074035,-749.7114,False,False,500,P1,1,xyz/N8_0070_bicyclic-3-3-7.xyz,cif/N8_0070_bicyclic-3-3-7.cif
180,N8,8,bicyclic-3-5-5,10,3,"[3, 5, 5]","[3, 3, 3, 3, 3, 2, 2, 1]",3,1,399.002695,-27535.257268,-3441.907159,-1951.5445,False,False,500,P1,1,xyz/N8_0071_bicyclic-3-5-5.xyz,cif/N8_0071_bicyclic-3-5-5.cif
181,N8,8,bicyclic-3-3,9,2,"[3, 3]","[3, 3, 3, 3, 2, 2, 1, 1]",3,3,500.980797,-11923.219841,-1490.402480,-0.0398,False,True,187,P1,1,xyz/N8_0072_bicyclic-3-3.xyz,cif/N8_0072_bicyclic-3-3.cif
182,N8,8,bicyclic-3-4-5,10,3,"[3, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 1]",3,3,323.444518,-11916.472331,-1489.559041,0.8036,True,True,20,P1,1,xyz/N8_0073_bicyclic-3-4-5.xyz,cif/N8_0073_bicyclic-3-4-5.cif
183,N8,8,ring-4-substituted,8,1,[4],"[3, 3, 3, 2, 2, 1, 1, 1]",3,4,106.511836,-11919.760959,-1489.970120,0.3926,True,True,43,P1,1,xyz/N8_0074_ring-4-substituted.xyz,cif/N8_0074_ring-4-substituted.cif
184,N8,8,bicyclic-3-4,9,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 1, 1]",3,0,300.556819,-11920.680285,-1490.085036,0.2776,True,True,65,P1,1,xyz/N8_0075_bicyclic-3-4.xyz,cif/N8_0075_bicyclic-3-4.cif
185,N8,8,ring-6-substituted,8,1,[6],"[3, 3, 2, 2, 2, 2, 1, 1]",3,3,23.733563,-11920.033581,-1490.004198,0.3585,True,True,49,P1,1,xyz/N8_0076_ring-6-substituted.xyz,cif/N8_0076_ring-6-substituted.cif
186,N8,8,branched-tree,7,0,[],"[3, 3, 2, 2, 1, 1, 1, 1]",3,1,19.818724,-11922.533826,-1490.316728,0.0459,True,True,102,P1,1,xyz/N8_0077_branched-tree.xyz,cif/N8_0077_branched-tree.cif
187,N8,8,bicyclic-4-6,9,2,"[4, 6]","[3, 3, 3, 2, 2, 2, 2, 1]",3,0,128.335081,-21648.078280,-2706.009785,-1215.6471,False,False,500,P1,1,xyz/N8_0078_bicyclic-4-6.xyz,cif/N8_0078_bicyclic-4-6.cif
188,N8,8,bicyclic-3-4-5,10,3,"[3, 4, 5]","[3, 3, 3, 3, 2, 2, 2, 2]",3,3,333.647201,-11917.534812,-1489.691851,0.6708,True,True,16,P1,1,xyz/N8_0079_bicyclic-3-4-5.xyz,cif/N8_0079_bicyclic-3-4-5.cif
189,N8,8,bicyclic-3-4,9,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 1, 1]",3,4,331.766083,-11915.702752,-1489.462844,0.8998,True,True,25,P1,1,xyz/N8_0080_bicyclic-3-4.xyz,cif/N8_0080_bicyclic-3-4.cif
190,N8,8,bicyclic-3-4-4,10,3,"[3, 4, 4]","[3, 3, 3, 3, 3, 2, 2, 1]",3,0,388.117885,-11921.664991,-1490.208124,0.1546,True,True,240,P1,1,xyz/N8_0081_bicyclic-3-4-4.xyz,cif/N8_0081_bicyclic-3-4-4.cif
191,N8,8,bicyclic-3-4-4-5,11,4,"[3, 4, 4, 5]","[3, 3, 3, 3, 3, 3, 2, 2]",3,3,541.260076,-11920.086821,-1490.010853,0.3518,True,True,60,P1,1,xyz/N8_0082_bicyclic-3-4-4-5.xyz,cif/N8_0082_bicyclic-3-4-4-5.cif
192,N8,8,ring-5-substituted,8,1,[5],"[3, 2, 2, 2, 2, 2, 2, 1]",3,0,36.033493,-11921.618841,-1490.202355,0.1603,True,True,25,P1,1,xyz/N8_0083_ring-5-substituted.xyz,cif/N8_0083_ring-5-substituted.cif
193,N8,8,branched-tree,7,0,[],"[3, 3, 3, 1, 1, 1, 1, 1]",3,0,24.557425,-11922.538039,-1490.317255,0.0454,True,True,126,P1,1,xyz/N8_0084_branched-tree.xyz,cif/N8_0084_branched-tree.cif
194,N8,8,bicyclic-3-5,9,2,"[3, 5]","[3, 3, 3, 2, 2, 2, 2, 1]",3,0,245.061700,-11921.663704,-1490.207963,0.1547,True,True,82,P1,1,xyz/N8_0085_bicyclic-3-5.xyz,cif/N8_0085_bicyclic-3-5.cif
195,N8,8,ring-6-substituted,8,1,[6],"[3, 2, 2, 2, 2, 2, 2, 1]",3,3,19.459002,-11920.142096,-1490.017762,0.3449,True,True,21,P1,1,xyz/N8_0086_ring-6-substituted.xyz,cif/N8_0086_ring-6-substituted.cif
196,N8,8,bicyclic-4-4,9,2,"[4, 4]","[3, 3, 3, 3, 2, 2, 1, 1]",3,2,290.942780,-14898.956072,-1862.369509,-372.0068,False,False,500,P1,1,xyz/N8_0087_bicyclic-4-4.xyz,cif/N8_0087_bicyclic-4-4.cif
197,N8,8,bicyclic-3-3-6,10,3,"[3, 3, 6]","[3, 3, 3, 3, 2, 2, 2, 2]",3,4,535.970527,-11919.033622,-1489.879203,0.4835,True,True,61,P1,1,xyz/N8_0088_bicyclic-3-3-6.xyz,cif/N8_0088_bicyclic-3-3-6.cif
198,N8,8,bicyclic-3-3,9,2,"[3, 3]","[3, 3, 3, 3, 3, 1, 1, 1]",3,0,438.387844,-12920.747001,-1615.093375,-124.7307,False,False,500,P1,1,xyz/N8_0089_bicyclic-3-3.xyz,cif/N8_0089_bicyclic-3-3.cif
199,N8,8,bicyclic-3-3-4,10,3,"[3, 3, 4]","[3, 3, 3, 3, 3, 3, 1, 1]",3,3,523.629888,-17150.356396,-2143.794550,-653.4319,False,False,500,P1,1,xyz/N8_0090_bicyclic-3-3-4.xyz,cif/N8_0090_bicyclic-3-3-4.cif
200,N8,8,ring-4-substituted,8,1,[4],"[3, 3, 2, 2, 2, 2, 1, 1]",3,4,101.130100,-11917.623641,-1489.702955,0.6597,True,True,30,P1,1,xyz/N8_0091_ring-4-substituted.xyz,cif/N8_0091_ring-4-substituted.cif
201,N8,8,ring-3-substituted,8,1,[3],"[3, 3, 3, 2, 2, 1, 1, 1]",3,1,258.866697,-11923.315730,-1490.414466,-0.0518,False,True,97,P1,1,xyz/N8_0092_ring-3-substituted.xyz,cif/N8_0092_ring-3-substituted.cif
202,N8,8,ring-6-substituted,8,1,[6],"[3, 3, 2, 2, 2, 2, 1, 1]",3,4,22.967754,-11916.892326,-1489.611541,0.7511,True,True,38,P1,1,xyz/N8_0093_ring-6-substituted.xyz,cif/N8_0093_ring-6-substituted.cif
203,N8,8,bicyclic-3-3-6,10,3,"[3, 3, 6]","[3, 3, 3, 3, 3, 2, 2, 1]",3,3,443.384007,-94805.294639,-11850.661830,-10360.2992,False,False,500,P1,1,xyz/N8_0094_bicyclic-3-3-6.xyz,cif/N8_0094_bicyclic-3-3-6.cif
204,N8,8,ring-4-substituted,8,1,[4],"[3, 3, 2, 2, 2, 2, 1, 1]",3,1,102.367558,-11917.990544,-1489.748818,0.6139,True,True,63,P1,1,xyz/N8_0095_ring-4-substituted.xyz,cif/N8_0095_ring-4-substituted.cif
205,N8,8,bicyclic-5-5,9,2,"[5, 5]","[3, 3, 3, 3, 2, 2, 1, 1]",3,0,160.578788,-11923.318341,-1490.414793,-0.0521,False,True,137,P1,1,xyz/N8_0096_bicyclic-5-5.xyz,cif/N8_0096_bicyclic-5-5.cif
206,N8,8,bicyclic-3-4,9,2,"[3, 4]","[3, 3, 3, 2, 2, 2, 2, 1]",3,2,312.804190,-11917.769735,-1489.721217,0.6415,True,True,23,P1,1,xyz/N8_0097_bicyclic-3-4.xyz,cif/N8_0097_bicyclic-3-4.cif
207,N8,8,bicyclic-3-5,9,2,"[3, 5]","[3, 3, 3, 3, 2, 2, 1, 1]",3,3,271.063982,-11919.835886,-1489.979486,0.3832,True,True,163,P1,1,xyz/N8_0098_bicyclic-3-5.xyz,cif/N8_0098_bicyclic-3-5.cif
208,N8,8,bicyclic-4-5-5,10,3,"[4, 5, 5]","[3, 3, 3, 3, 2, 2, 2, 2]",3,1,193.460060,-25056.013529,-3132.001691,-1641.6390,False,False,500,P1,1,xyz/N8_0099_bicyclic-4-5-5.xyz,cif/N8_0099_bicyclic-4-5-5.cif
209,N9,9,ring-6-substituted,9,1,[6],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,0,28.916515,-13413.254697,-1490.361633,0.0010,True,True,147,P1,1,xyz/N9_0000_ring-6-substituted.xyz,cif/N9_0000_ring-6-substituted.cif
210,N9,9,bicyclic-3-4-6-6,12,4,"[3, 4, 6, 6]","[3, 3, 3, 3, 3, 3, 2, 2, 2]",3,0,329.177623,-14756.623663,-1639.624851,-149.2622,False,False,500,P1,1,xyz/N9_0001_bicyclic-3-4-6-6.xyz,cif/N9_0001_bicyclic-3-4-6-6.cif
211,N9,9,bicyclic-5-5,10,2,"[5, 5]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,0,181.409322,-13405.666044,-1489.518449,0.8442,True,True,49,P1,1,xyz/N9_0002_bicyclic-5-5.xyz,cif/N9_0002_bicyclic-5-5.cif
212,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,0,260.500199,-13410.679065,-1490.075452,0.2872,True,True,107,P1,1,xyz/N9_0003_ring-3-substituted.xyz,cif/N9_0003_ring-3-substituted.cif
213,N9,9,bicyclic-3-3-5,11,3,"[3, 3, 5]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,4,467.550250,-13732.651289,-1525.850143,-35.4875,False,False,500,P1,1,xyz/N9_0004_bicyclic-3-3-5.xyz,cif/N9_0004_bicyclic-3-3-5.cif
214,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,1,254.785334,-13408.838688,-1489.870965,0.4917,True,True,61,P1,1,xyz/N9_0005_ring-3-substituted.xyz,cif/N9_0005_ring-3-substituted.cif
215,N9,9,bicyclic-3-6,10,2,"[3, 6]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,3,241.051802,-13409.788061,-1489.976451,0.3862,True,True,89,P1,1,xyz/N9_0006_bicyclic-3-6.xyz,cif/N9_0006_bicyclic-3-6.cif
216,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,0,331.601302,-13411.744856,-1490.193873,0.1688,True,True,68,P1,1,xyz/N9_0007_bicyclic-3-4.xyz,cif/N9_0007_bicyclic-3-4.cif
217,N9,9,bicyclic-3-5-5,11,3,"[3, 5, 5]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,4,814.434482,-13413.342006,-1490.371334,-0.0087,False,True,143,P1,1,xyz/N9_0008_bicyclic-3-5-5.xyz,cif/N9_0008_bicyclic-3-5-5.cif
218,N9,9,bicyclic-5-5,10,2,"[5, 5]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,2,52.547983,-13409.017619,-1489.890847,0.4718,True,True,27,P1,1,xyz/N9_0009_bicyclic-5-5.xyz,cif/N9_0009_bicyclic-5-5.cif
219,N9,9,branched-tree,8,0,[],"[3, 2, 2, 2, 2, 2, 1, 1, 1]",3,3,16.817697,-13410.822161,-1490.091351,0.2713,True,True,121,P1,1,xyz/N9_0010_branched-tree.xyz,cif/N9_0010_branched-tree.cif
220,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 3, 2, 1, 1, 1, 1]",3,2,87.266045,-16498.968174,-1833.218686,-342.8560,False,False,500,P1,1,xyz/N9_0011_ring-4-substituted.xyz,cif/N9_0011_ring-4-substituted.cif
221,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,0,254.791120,-13410.217643,-1490.024183,0.3385,True,True,64,P1,1,xyz/N9_0012_ring-3-substituted.xyz,cif/N9_0012_ring-3-substituted.cif
222,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,3,104.349776,-13409.878697,-1489.986522,0.3762,True,True,141,P1,1,xyz/N9_0013_ring-4-substituted.xyz,cif/N9_0013_ring-4-substituted.cif
223,N9,9,ring-6-substituted,9,1,[6],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,2,25.808827,-13410.164763,-1490.018307,0.3444,True,True,48,P1,1,xyz/N9_0014_ring-6-substituted.xyz,cif/N9_0014_ring-6-substituted.cif
